2010,NON-HISPANIC WHITE,MALE,DISEASES OF HEART,4495,37
2010,ASIAN & PACIFIC ISLANDER,FEMALE,DISEASES OF HEART,394,29
2010,ASIAN & PACIFIC ISLANDER,MALE,DISEASES OF HEART,479,27
2010,HISPANIC,FEMALE,DISEASES OF HEART,1316,30
2010,HISPANIC,MALE,DISEASES OF HEART,1355,28
2010,NON-HISPANIC BLACK,FEMALE,DISEASES OF HEART,2282,32
2010,NON-HISPANIC BLACK,MALE,DISEASES OF HEART,2015,31
2010,ASIAN & PACIFIC ISLANDER,FEMALE,DISEASES OF HEART,394,29
2010,ASIAN & PACIFIC ISLANDER,MALE,DISEASES OF HEART,479,27
2010,HISPANIC,FEMALE,DISEASES OF HEART,1316,30
2010,HISPANIC,MALE,DISEASES OF HEART,1355,28
2010,NON-HISPANIC BLACK,FEMALE,DISEASES OF HEART,2282,32
2010,NON-HISPANIC BLACK,MALE,DISEASES OF HEART,2015,31
2010,NON-HISPANIC WHITE,FEMALE,DISEASES OF HEART,5351,40
2010,NON-HISPANIC WHITE,MALE,DISEASES OF HEART,4495,37
2011,ASIAN & PACIFIC ISLANDER,FEMALE,DISEASES OF HEART,402,26
2011,ASIAN & PACIFIC ISLANDER,MALE,DISEASES OF HEART,452,25
2011,HISPANIC,FEMALE,DISEASES OF HEART,1348,30
2011,HISPANIC,MALE,DISEASES OF HEART,1201,25
2011,NON-HISPANIC BLACK,FEMALE,DISEASES OF HEART,2243,30
2011,NON-HISPANIC BLACK,MALE,DISEASES OF HEART,1840,28
2011,NON-HISPANIC WHITE,FEMALE,DISEASES OF HEART,5016,37
2011,NON-HISPANIC WHITE,MALE,DISEASES OF HEART,4220,35
2011,ASIAN & PACIFIC ISLANDER,FEMALE,DISEASES OF HEART,402,26
2011,ASIAN & PACIFIC ISLANDER,MALE,DISEASES OF HEART,452,25
2011,HISPANIC,FEMALE,DISEASES OF HEART,1348,30
2011,HISPANIC,MALE,DISEASES OF HEART,1201,25
2011,NON-HISPANIC BLACK,FEMALE,DISEASES OF HEART,2243,30
2011,NON-HISPANIC BLACK,MALE,DISEASES OF HEART,1840,28
2011,NON-HISPANIC WHITE,FEMALE,DISEASES OF HEART,5016,37
2011,NON-HISPANIC WHITE,MALE,DISEASES OF HEART,4220,35
2011,ASIAN & PACIFIC ISLANDER,FEMALE,DISEASES OF HEART,402,26
2011,ASIAN & PACIFIC ISLANDER,MALE,DISEASES OF HEART,452,25
2011,HISPANIC,FEMALE,DISEASES OF HEART,1348,30
2011,HISPANIC,MALE,DISEASES OF HEART,1201,25
2011,NON-HISPANIC BLACK,FEMALE,DISEASES OF HEART,2243,30
2011,NON-HISPANIC BLACK,MALE,DISEASES OF HEART,1840,28
2011,NON-HISPANIC WHITE,FEMALE,DISEASES OF HEART,5016,37
2011,NON-HISPANIC WHITE,MALE,DISEASES OF HEART,4220,35
,,,,288975,
